deadline_success_ratio,execution_time,mean_best_effort,mean_deadline,median_best_effort,median_deadline,no_batches,no_best_effort,no_deadline,no_workers,scheduler,seed,std_best_effort,std_deadline,strictness,total_time
0.3875,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,0.4,2400.0
0.5125,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,0.6,2400.0
0.6,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,0.8,2400.0
0.675,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,1.0,2400.0
0.009375,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,0.0,2400.0
0.228125,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,0.2,2400.0
0.378125,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,0.4,2400.0
0.43125,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,0.6,2400.0
0.49375,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,0.8,2400.0
0.53125,146.761422157,0.0911082474227,0.783454510454,0.0,1.0,4200.0,3880.0,320.0,200.0,deadline,10.0,0.28765100675,0.411101188613,1.0,2400.0
0.0,94.8691549301,0.99953330756,0.958035791519,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,10.0,0.0148598299684,0.154533240821,0.0,2400.0
0.003125,94.8691549301,0.99953330756,0.958035791519,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,10.0,0.0148598299684,0.154533240821,0.2,2400.0
